outer_heldout_perturbation_ids	selected_source_neighborhood_fraction	selected_delta_score_weight	selected_by_inner	source_neighborhood_fraction	source_space	source_neighborhood_k	delta_score_weight	condition_recall_at_1	condition_recall_at_5	condition_median_rank	perturbation_recall_at_1	perturbation_recall_at_5	perturbation_median_rank
1,4,6	0.3333333333333333	0.2	False	0.3333333333333333	z_bio_online	9	1.0	0.3333333333333333	0.8148148148148148	3.0	0.37037037037037035	0.8888888888888888	3.0
1,4,6	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.0	0.18518518518518517	0.8518518518518519	3.0	0.2222222222222222	0.9259259259259259	2.0
1,4,6	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.05	0.37037037037037035	0.7777777777777778	3.0	0.4444444444444444	0.8518518518518519	2.0
1,4,6	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.1	0.4074074074074074	0.7407407407407407	2.0	0.4444444444444444	0.8518518518518519	2.0
1,4,6	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.2	0.3333333333333333	0.7777777777777778	2.0	0.37037037037037035	0.9259259259259259	2.0
1,4,6	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.35	0.2962962962962963	0.7037037037037037	3.0	0.3333333333333333	0.9259259259259259	2.0
1,4,6	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.5	0.25925925925925924	0.7037037037037037	3.0	0.37037037037037035	0.9259259259259259	3.0
1,4,6	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.65	0.2962962962962963	0.7037037037037037	3.0	0.4074074074074074	0.9259259259259259	2.0
1,4,6	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.8	0.2962962962962963	0.6666666666666666	4.0	0.4444444444444444	0.8888888888888888	2.0
1,4,6	0.3333333333333333	0.2	False	0.5	z_bio_online	14	1.0	0.2962962962962963	0.6666666666666666	4.0	0.4444444444444444	0.8888888888888888	2.0
1,4,6	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.0	0.2222222222222222	0.7777777777777778	2.0	0.25925925925925924	0.8518518518518519	2.0
1,4,6	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.05	0.37037037037037035	0.7037037037037037	3.0	0.4444444444444444	0.8148148148148148	2.0
1,4,6	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.1	0.4074074074074074	0.7037037037037037	3.0	0.4444444444444444	0.7777777777777778	2.0
1,4,6	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.2	0.2962962962962963	0.7037037037037037	2.0	0.3333333333333333	0.8148148148148148	2.0
1,4,6	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.35	0.25925925925925924	0.6666666666666666	3.0	0.2962962962962963	0.8148148148148148	2.0
1,4,6	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.5	0.2222222222222222	0.7037037037037037	3.0	0.3333333333333333	0.8518518518518519	3.0
1,4,6	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.65	0.2222222222222222	0.6666666666666666	3.0	0.3333333333333333	0.8518518518518519	2.0
1,4,6	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.8	0.2222222222222222	0.6296296296296297	4.0	0.37037037037037035	0.8148148148148148	2.0
1,4,6	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	1.0	0.2222222222222222	0.6296296296296297	4.0	0.3333333333333333	0.8148148148148148	2.0
1,4,6	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.0	0.2222222222222222	0.6296296296296297	3.0	0.2962962962962963	0.9259259259259259	2.0
1,4,6	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.05	0.37037037037037035	0.6296296296296297	4.0	0.4444444444444444	0.8888888888888888	2.0
1,4,6	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.1	0.4074074074074074	0.6296296296296297	3.0	0.4444444444444444	0.7777777777777778	2.0
1,4,6	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.2	0.2962962962962963	0.7037037037037037	2.0	0.3333333333333333	0.8888888888888888	2.0
1,4,6	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.35	0.2222222222222222	0.6666666666666666	3.0	0.2962962962962963	0.8518518518518519	3.0
1,4,6	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.5	0.2222222222222222	0.5925925925925926	4.0	0.2962962962962963	0.7777777777777778	3.0
1,4,6	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.65	0.2222222222222222	0.6666666666666666	4.0	0.2962962962962963	0.8148148148148148	3.0
1,4,6	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.8	0.2222222222222222	0.5555555555555556	5.0	0.3333333333333333	0.8148148148148148	3.0
1,4,6	0.3333333333333333	0.2	False	1.0	z_bio_online	27	1.0	0.2222222222222222	0.5185185185185185	5.0	0.3333333333333333	0.8148148148148148	3.0
1,4,7	0.3333333333333333	0.2	False	0.3333333333333333	z_bio_online	9	0.0	0.2962962962962963	0.8888888888888888	3.0	0.37037037037037035	0.9259259259259259	3.0
1,4,7	0.3333333333333333	0.2	False	0.3333333333333333	z_bio_online	9	0.05	0.37037037037037035	0.7777777777777778	3.0	0.37037037037037035	0.8148148148148148	2.0
1,4,7	0.3333333333333333	0.2	False	0.3333333333333333	z_bio_online	9	0.1	0.4074074074074074	0.8518518518518519	2.0	0.4074074074074074	0.8518518518518519	2.0
1,4,7	0.3333333333333333	0.2	True	0.3333333333333333	z_bio_online	9	0.2	0.37037037037037035	0.8888888888888888	3.0	0.37037037037037035	0.8888888888888888	3.0
1,4,7	0.3333333333333333	0.2	False	0.3333333333333333	z_bio_online	9	0.35	0.37037037037037035	0.9259259259259259	2.0	0.37037037037037035	0.9259259259259259	2.0
1,4,7	0.3333333333333333	0.2	False	0.3333333333333333	z_bio_online	9	0.5	0.3333333333333333	0.8888888888888888	2.0	0.3333333333333333	0.9259259259259259	2.0
1,4,7	0.3333333333333333	0.2	False	0.3333333333333333	z_bio_online	9	0.65	0.2962962962962963	0.8888888888888888	2.0	0.2962962962962963	0.9259259259259259	2.0
1,4,7	0.3333333333333333	0.2	False	0.3333333333333333	z_bio_online	9	0.8	0.2962962962962963	0.8518518518518519	2.0	0.2962962962962963	0.8888888888888888	2.0
1,4,7	0.3333333333333333	0.2	False	0.3333333333333333	z_bio_online	9	1.0	0.2962962962962963	0.8518518518518519	2.0	0.2962962962962963	0.8888888888888888	2.0
1,4,7	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.0	0.25925925925925924	0.9259259259259259	3.0	0.2962962962962963	0.9259259259259259	3.0
1,4,7	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.05	0.3333333333333333	0.7037037037037037	3.0	0.3333333333333333	0.7407407407407407	3.0
1,4,7	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.1	0.4074074074074074	0.7037037037037037	2.0	0.4074074074074074	0.7777777777777778	2.0
1,4,7	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.2	0.37037037037037035	0.7777777777777778	3.0	0.37037037037037035	0.8148148148148148	3.0
1,4,7	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.35	0.37037037037037035	0.7777777777777778	2.0	0.37037037037037035	0.7777777777777778	2.0
1,4,7	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.5	0.3333333333333333	0.7777777777777778	3.0	0.37037037037037035	0.7777777777777778	2.0
1,4,7	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.65	0.2962962962962963	0.8148148148148148	3.0	0.3333333333333333	0.8148148148148148	2.0
1,4,7	0.3333333333333333	0.2	False	0.5	z_bio_online	14	0.8	0.2962962962962963	0.8148148148148148	3.0	0.37037037037037035	0.8518518518518519	2.0
1,4,7	0.3333333333333333	0.2	False	0.5	z_bio_online	14	1.0	0.2962962962962963	0.8148148148148148	4.0	0.4074074074074074	0.8518518518518519	3.0
1,4,7	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.0	0.25925925925925924	0.9259259259259259	3.0	0.2962962962962963	0.9259259259259259	3.0
1,4,7	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.05	0.3333333333333333	0.7037037037037037	3.0	0.3333333333333333	0.7037037037037037	3.0
1,4,7	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.1	0.4074074074074074	0.7037037037037037	2.0	0.4074074074074074	0.7037037037037037	2.0
1,4,7	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.2	0.37037037037037035	0.7407407407407407	3.0	0.37037037037037035	0.7407407407407407	3.0
1,4,7	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.35	0.3333333333333333	0.7407407407407407	2.0	0.3333333333333333	0.7407407407407407	2.0
1,4,7	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.5	0.2962962962962963	0.5925925925925926	3.0	0.3333333333333333	0.6666666666666666	3.0
1,4,7	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.65	0.2962962962962963	0.5925925925925926	4.0	0.3333333333333333	0.7037037037037037	3.0
1,4,7	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	0.8	0.2962962962962963	0.5925925925925926	4.0	0.3333333333333333	0.7037037037037037	3.0
1,4,7	0.3333333333333333	0.2	False	0.6666666666666666	z_bio_online	18	1.0	0.2962962962962963	0.6296296296296297	5.0	0.37037037037037035	0.7407407407407407	3.0
1,4,7	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.0	0.25925925925925924	0.7777777777777778	4.0	0.2962962962962963	1.0	2.0
1,4,7	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.05	0.25925925925925924	0.6666666666666666	3.0	0.25925925925925924	0.7777777777777778	3.0
1,4,7	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.1	0.3333333333333333	0.7037037037037037	3.0	0.3333333333333333	0.7777777777777778	2.0
1,4,7	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.2	0.37037037037037035	0.7407407407407407	3.0	0.37037037037037035	0.8148148148148148	3.0
1,4,7	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.35	0.3333333333333333	0.6666666666666666	3.0	0.37037037037037035	0.7407407407407407	2.0
1,4,7	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.5	0.2962962962962963	0.5555555555555556	5.0	0.37037037037037035	0.7037037037037037	2.0
1,4,7	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.65	0.2962962962962963	0.4444444444444444	6.0	0.37037037037037035	0.6296296296296297	2.0
1,4,7	0.3333333333333333	0.2	False	1.0	z_bio_online	27	0.8	0.25925925925925924	0.4444444444444444	7.0	0.3333333333333333	0.5925925925925926	2.0
1,4,7	0.3333333333333333	0.2	False	1.0	z_bio_online	27	1.0	0.25925925925925924	0.4444444444444444	6.0	0.37037037037037035	0.5925925925925926	2.0
1,4,8	0.3333333333333333	0.35	False	0.3333333333333333	z_bio_online	9	0.0	0.2222222222222222	0.8148148148148148	3.0	0.2222222222222222	0.8518518518518519	3.0
1,4,8	0.3333333333333333	0.35	False	0.3333333333333333	z_bio_online	9	0.05	0.3333333333333333	0.8148148148148148	3.0	0.3333333333333333	0.8148148148148148	3.0
1,4,8	0.3333333333333333	0.35	False	0.3333333333333333	z_bio_online	9	0.1	0.37037037037037035	0.7777777777777778	3.0	0.37037037037037035	0.7777777777777778	3.0
1,4,8	0.3333333333333333	0.35	False	0.3333333333333333	z_bio_online	9	0.2	0.3333333333333333	0.7777777777777778	3.0	0.3333333333333333	0.7777777777777778	3.0
1,4,8	0.3333333333333333	0.35	True	0.3333333333333333	z_bio_online	9	0.35	0.2962962962962963	0.7407407407407407	2.0	0.2962962962962963	0.7777777777777778	2.0
1,4,8	0.3333333333333333	0.35	False	0.3333333333333333	z_bio_online	9	0.5	0.2962962962962963	0.8518518518518519	2.0	0.2962962962962963	0.8888888888888888	2.0
1,4,8	0.3333333333333333	0.35	False	0.3333333333333333	z_bio_online	9	0.65	0.2962962962962963	0.8518518518518519	2.0	0.2962962962962963	0.8888888888888888	2.0
1,4,8	0.3333333333333333	0.35	False	0.3333333333333333	z_bio_online	9	0.8	0.2962962962962963	0.8518518518518519	2.0	0.2962962962962963	0.8888888888888888	2.0
1,4,8	0.3333333333333333	0.35	False	0.3333333333333333	z_bio_online	9	1.0	0.3333333333333333	0.8518518518518519	2.0	0.3333333333333333	0.8888888888888888	2.0
1,4,8	0.3333333333333333	0.35	False	0.5	z_bio_online	14	0.0	0.2222222222222222	0.7407407407407407	4.0	0.2222222222222222	0.7407407407407407	4.0
1,4,8	0.3333333333333333	0.35	False	0.5	z_bio_online	14	0.05	0.3333333333333333	0.8148148148148148	3.0	0.3333333333333333	0.8148148148148148	3.0
1,4,8	0.3333333333333333	0.35	False	0.5	z_bio_online	14	0.1	0.37037037037037035	0.8148148148148148	3.0	0.37037037037037035	0.8148148148148148	3.0
1,4,8	0.3333333333333333	0.35	False	0.5	z_bio_online	14	0.2	0.3333333333333333	0.7777777777777778	3.0	0.3333333333333333	0.8518518518518519	3.0
1,4,8	0.3333333333333333	0.35	False	0.5	z_bio_online	14	0.35	0.25925925925925924	0.7037037037037037	3.0	0.25925925925925924	0.8518518518518519	2.0
1,4,8	0.3333333333333333	0.35	False	0.5	z_bio_online	14	0.5	0.25925925925925924	0.6296296296296297	3.0	0.2962962962962963	0.8148148148148148	2.0
1,4,8	0.3333333333333333	0.35	False	0.5	z_bio_online	14	0.65	0.25925925925925924	0.6666666666666666	4.0	0.37037037037037035	0.8148148148148148	2.0
1,4,8	0.3333333333333333	0.35	False	0.5	z_bio_online	14	0.8	0.25925925925925924	0.6296296296296297	4.0	0.37037037037037035	0.7777777777777778	2.0
1,4,8	0.3333333333333333	0.35	False	0.5	z_bio_online	14	1.0	0.2962962962962963	0.6296296296296297	4.0	0.4074074074074074	0.7777777777777778	2.0
1,4,8	0.3333333333333333	0.35	False	0.6666666666666666	z_bio_online	18	0.0	0.2222222222222222	0.7037037037037037	4.0	0.2222222222222222	0.7037037037037037	4.0
1,4,8	0.3333333333333333	0.35	False	0.6666666666666666	z_bio_online	18	0.05	0.3333333333333333	0.7777777777777778	3.0	0.3333333333333333	0.8148148148148148	3.0
1,4,8	0.3333333333333333	0.35	False	0.6666666666666666	z_bio_online	18	0.1	0.37037037037037035	0.7407407407407407	3.0	0.37037037037037035	0.7777777777777778	3.0
1,4,8	0.3333333333333333	0.35	False	0.6666666666666666	z_bio_online	18	0.2	0.3333333333333333	0.7037037037037037	3.0	0.3333333333333333	0.7407407407407407	3.0
1,4,8	0.3333333333333333	0.35	False	0.6666666666666666	z_bio_online	18	0.35	0.25925925925925924	0.6666666666666666	3.0	0.25925925925925924	0.8148148148148148	2.0
1,4,8	0.3333333333333333	0.35	False	0.6666666666666666	z_bio_online	18	0.5	0.25925925925925924	0.6296296296296297	3.0	0.2962962962962963	0.7777777777777778	2.0
1,4,8	0.3333333333333333	0.35	False	0.6666666666666666	z_bio_online	18	0.65	0.25925925925925924	0.6296296296296297	4.0	0.37037037037037035	0.7777777777777778	2.0
1,4,8	0.3333333333333333	0.35	False	0.6666666666666666	z_bio_online	18	0.8	0.25925925925925924	0.5925925925925926	4.0	0.37037037037037035	0.7407407407407407	2.0
1,4,8	0.3333333333333333	0.35	False	0.6666666666666666	z_bio_online	18	1.0	0.2962962962962963	0.5925925925925926	4.0	0.4074074074074074	0.7407407407407407	2.0
1,4,8	0.3333333333333333	0.35	False	1.0	z_bio_online	27	0.0	0.2222222222222222	0.6296296296296297	4.0	0.2962962962962963	0.9259259259259259	3.0
1,4,8	0.3333333333333333	0.35	False	1.0	z_bio_online	27	0.05	0.3333333333333333	0.7407407407407407	3.0	0.3333333333333333	0.8888888888888888	3.0
1,4,8	0.3333333333333333	0.35	False	1.0	z_bio_online	27	0.1	0.37037037037037035	0.7407407407407407	3.0	0.37037037037037035	0.8518518518518519	3.0
1,4,8	0.3333333333333333	0.35	False	1.0	z_bio_online	27	0.2	0.3333333333333333	0.7037037037037037	3.0	0.3333333333333333	0.8888888888888888	3.0
1,4,8	0.3333333333333333	0.35	False	1.0	z_bio_online	27	0.35	0.25925925925925924	0.5555555555555556	3.0	0.25925925925925924	0.7777777777777778	2.0
1,4,8	0.3333333333333333	0.35	False	1.0	z_bio_online	27	0.5	0.25925925925925924	0.5185185185185185	4.0	0.25925925925925924	0.8518518518518519	2.0
1,4,8	0.3333333333333333	0.35	False	1.0	z_bio_online	27	0.65	0.25925925925925924	0.5185185185185185	5.0	0.3333333333333333	0.8148148148148148	3.0
1,4,8	0.3333333333333333	0.35	False	1.0	z_bio_online	27	0.8	0.25925925925925924	0.4444444444444444	6.0	0.3333333333333333	0.7407407407407407	3.0
1,4,8	0.3333333333333333	0.35	False	1.0	z_bio_online	27	1.0	0.2962962962962963	0.4444444444444444	7.0	0.37037037037037035	0.7407407407407407	2.0
1,5,6	0.3333333333333333	0.1	False	0.3333333333333333	z_bio_online	9	0.0	0.37037037037037035	0.9629629629629629	2.0	0.4074074074074074	1.0	2.0
1,5,6	0.3333333333333333	0.1	False	0.3333333333333333	z_bio_online	9	0.05	0.4074074074074074	0.8888888888888888	2.0	0.4074074074074074	0.9629629629629629	2.0
1,5,6	0.3333333333333333	0.1	True	0.3333333333333333	z_bio_online	9	0.1	0.3333333333333333	0.8888888888888888	2.0	0.3333333333333333	0.9629629629629629	2.0
1,5,6	0.3333333333333333	0.1	False	0.3333333333333333	z_bio_online	9	0.2	0.25925925925925924	0.8518518518518519	3.0	0.25925925925925924	0.9259259259259259	2.0
1,5,6	0.3333333333333333	0.1	False	0.3333333333333333	z_bio_online	9	0.35	0.25925925925925924	0.8148148148148148	3.0	0.3333333333333333	0.8888888888888888	3.0
1,5,6	0.3333333333333333	0.1	False	0.3333333333333333	z_bio_online	9	0.5	0.25925925925925924	0.8148148148148148	3.0	0.3333333333333333	0.8888888888888888	2.0
1,5,6	0.3333333333333333	0.1	False	0.3333333333333333	z_bio_online	9	0.65	0.25925925925925924	0.8148148148148148	3.0	0.3333333333333333	0.8888888888888888	2.0
1,5,6	0.3333333333333333	0.1	False	0.3333333333333333	z_bio_online	9	0.8	0.25925925925925924	0.8148148148148148	3.0	0.3333333333333333	0.8888888888888888	2.0
1,5,6	0.3333333333333333	0.1	False	0.3333333333333333	z_bio_online	9	1.0	0.25925925925925924	0.8148148148148148	3.0	0.3333333333333333	0.8888888888888888	2.0
1,5,6	0.3333333333333333	0.1	False	0.5	z_bio_online	14	0.0	0.4074074074074074	0.8888888888888888	2.0	0.4444444444444444	0.9259259259259259	2.0
1,5,6	0.3333333333333333	0.1	False	0.5	z_bio_online	14	0.05	0.3333333333333333	0.8148148148148148	2.0	0.37037037037037035	0.9259259259259259	2.0
1,5,6	0.3333333333333333	0.1	False	0.5	z_bio_online	14	0.1	0.2962962962962963	0.7407407407407407	3.0	0.2962962962962963	0.8518518518518519	3.0
1,5,6	0.3333333333333333	0.1	False	0.5	z_bio_online	14	0.2	0.2222222222222222	0.7777777777777778	3.0	0.2222222222222222	0.8518518518518519	3.0
1,5,6	0.3333333333333333	0.1	False	0.5	z_bio_online	14	0.35	0.25925925925925924	0.7777777777777778	3.0	0.2962962962962963	0.9259259259259259	3.0
1,5,6	0.3333333333333333	0.1	False	0.5	z_bio_online	14	0.5	0.25925925925925924	0.7407407407407407	3.0	0.2962962962962963	0.8888888888888888	3.0
1,5,6	0.3333333333333333	0.1	False	0.5	z_bio_online	14	0.65	0.25925925925925924	0.7037037037037037	3.0	0.2962962962962963	0.8518518518518519	3.0
1,5,6	0.3333333333333333	0.1	False	0.5	z_bio_online	14	0.8	0.25925925925925924	0.6666666666666666	3.0	0.2962962962962963	0.8148148148148148	3.0
1,5,6	0.3333333333333333	0.1	False	0.5	z_bio_online	14	1.0	0.25925925925925924	0.6296296296296297	4.0	0.2962962962962963	0.7777777777777778	3.0
1,5,6	0.3333333333333333	0.1	False	0.6666666666666666	z_bio_online	18	0.0	0.37037037037037035	0.9259259259259259	2.0	0.4444444444444444	0.9629629629629629	2.0
1,5,6	0.3333333333333333	0.1	False	0.6666666666666666	z_bio_online	18	0.05	0.3333333333333333	0.7777777777777778	2.0	0.37037037037037035	0.9629629629629629	2.0
1,5,6	0.3333333333333333	0.1	False	0.6666666666666666	z_bio_online	18	0.1	0.2962962962962963	0.7407407407407407	3.0	0.2962962962962963	0.8518518518518519	3.0
1,5,6	0.3333333333333333	0.1	False	0.6666666666666666	z_bio_online	18	0.2	0.2222222222222222	0.7777777777777778	3.0	0.2222222222222222	0.8518518518518519	3.0
1,5,6	0.3333333333333333	0.1	False	0.6666666666666666	z_bio_online	18	0.35	0.25925925925925924	0.7777777777777778	3.0	0.2962962962962963	0.9259259259259259	3.0
1,5,6	0.3333333333333333	0.1	False	0.6666666666666666	z_bio_online	18	0.5	0.25925925925925924	0.6666666666666666	3.0	0.2962962962962963	0.8518518518518519	3.0
1,5,6	0.3333333333333333	0.1	False	0.6666666666666666	z_bio_online	18	0.65	0.25925925925925924	0.6296296296296297	3.0	0.2962962962962963	0.8148148148148148	3.0
1,5,6	0.3333333333333333	0.1	False	0.6666666666666666	z_bio_online	18	0.8	0.25925925925925924	0.5925925925925926	3.0	0.2962962962962963	0.7777777777777778	3.0
1,5,6	0.3333333333333333	0.1	False	0.6666666666666666	z_bio_online	18	1.0	0.25925925925925924	0.6296296296296297	4.0	0.2962962962962963	0.7777777777777778	3.0
1,5,6	0.3333333333333333	0.1	False	1.0	z_bio_online	27	0.0	0.37037037037037035	0.9259259259259259	2.0	0.4444444444444444	0.9629629629629629	2.0
1,5,6	0.3333333333333333	0.1	False	1.0	z_bio_online	27	0.05	0.3333333333333333	0.7777777777777778	2.0	0.37037037037037035	0.9629629629629629	2.0
1,5,6	0.3333333333333333	0.1	False	1.0	z_bio_online	27	0.1	0.2962962962962963	0.7407407407407407	3.0	0.2962962962962963	0.8518518518518519	3.0
1,5,6	0.3333333333333333	0.1	False	1.0	z_bio_online	27	0.2	0.2222222222222222	0.7777777777777778	3.0	0.2222222222222222	0.8518518518518519	3.0
1,5,6	0.3333333333333333	0.1	False	1.0	z_bio_online	27	0.35	0.25925925925925924	0.6666666666666666	4.0	0.2962962962962963	0.7777777777777778	4.0
1,5,6	0.3333333333333333	0.1	False	1.0	z_bio_online	27	0.5	0.25925925925925924	0.5925925925925926	4.0	0.2962962962962963	0.7777777777777778	3.0
1,5,6	0.3333333333333333	0.1	False	1.0	z_bio_online	27	0.65	0.25925925925925924	0.5185185185185185	5.0	0.2962962962962963	0.7407407407407407	3.0
1,5,6	0.3333333333333333	0.1	False	1.0	z_bio_online	27	0.8	0.25925925925925924	0.5185185185185185	5.0	0.2962962962962963	0.7407407407407407	4.0
1,5,6	0.3333333333333333	0.1	False	1.0	z_bio_online	27	1.0	0.18518518518518517	0.48148148148148145	6.0	0.2962962962962963	0.7407407407407407	4.0
1,5,7	0.3333333333333333	0.05	False	0.3333333333333333	z_bio_online	9	0.0	0.3333333333333333	0.7407407407407407	2.0	0.4074074074074074	0.8518518518518519	2.0
1,5,7	0.3333333333333333	0.05	True	0.3333333333333333	z_bio_online	9	0.05	0.3333333333333333	0.8148148148148148	2.0	0.4074074074074074	0.8888888888888888	2.0
1,5,7	0.3333333333333333	0.05	False	0.3333333333333333	z_bio_online	9	0.1	0.3333333333333333	0.8888888888888888	2.0	0.3333333333333333	0.8888888888888888	2.0
1,5,7	0.3333333333333333	0.05	False	0.3333333333333333	z_bio_online	9	0.2	0.25925925925925924	0.9259259259259259	2.0	0.25925925925925924	0.9259259259259259	2.0
1,5,7	0.3333333333333333	0.05	False	0.3333333333333333	z_bio_online	9	0.35	0.2962962962962963	0.9259259259259259	2.0	0.2962962962962963	0.9259259259259259	2.0
1,5,7	0.3333333333333333	0.05	False	0.3333333333333333	z_bio_online	9	0.5	0.2962962962962963	0.9259259259259259	2.0	0.2962962962962963	0.9259259259259259	2.0
1,5,7	0.3333333333333333	0.05	False	0.3333333333333333	z_bio_online	9	0.65	0.2962962962962963	0.9259259259259259	2.0	0.2962962962962963	0.9259259259259259	2.0
1,5,7	0.3333333333333333	0.05	False	0.3333333333333333	z_bio_online	9	0.8	0.2962962962962963	0.9259259259259259	2.0	0.2962962962962963	0.9259259259259259	2.0
1,5,7	0.3333333333333333	0.05	False	0.3333333333333333	z_bio_online	9	1.0	0.2962962962962963	0.9259259259259259	2.0	0.2962962962962963	0.9259259259259259	2.0
1,5,7	0.3333333333333333	0.05	False	0.5	z_bio_online	14	0.0	0.37037037037037035	0.7777777777777778	2.0	0.4074074074074074	0.8518518518518519	2.0
1,5,7	0.3333333333333333	0.05	False	0.5	z_bio_online	14	0.05	0.37037037037037035	0.8518518518518519	2.0	0.37037037037037035	0.8518518518518519	2.0
1,5,7	0.3333333333333333	0.05	False	0.5	z_bio_online	14	0.1	0.37037037037037035	0.8888888888888888	2.0	0.37037037037037035	0.8888888888888888	2.0
1,5,7	0.3333333333333333	0.05	False	0.5	z_bio_online	14	0.2	0.25925925925925924	0.7777777777777778	2.0	0.2962962962962963	0.8518518518518519	2.0
1,5,7	0.3333333333333333	0.05	False	0.5	z_bio_online	14	0.35	0.25925925925925924	0.7777777777777778	3.0	0.2962962962962963	0.8518518518518519	3.0
1,5,7	0.3333333333333333	0.05	False	0.5	z_bio_online	14	0.5	0.2962962962962963	0.7407407407407407	3.0	0.2962962962962963	0.8518518518518519	2.0
1,5,7	0.3333333333333333	0.05	False	0.5	z_bio_online	14	0.65	0.2962962962962963	0.7407407407407407	3.0	0.2962962962962963	0.8518518518518519	2.0
1,5,7	0.3333333333333333	0.05	False	0.5	z_bio_online	14	0.8	0.2962962962962963	0.7407407407407407	3.0	0.2962962962962963	0.8518518518518519	3.0
1,5,7	0.3333333333333333	0.05	False	0.5	z_bio_online	14	1.0	0.2962962962962963	0.7037037037037037	3.0	0.2962962962962963	0.8888888888888888	3.0
1,5,7	0.3333333333333333	0.05	False	0.6666666666666666	z_bio_online	18	0.0	0.37037037037037035	0.7777777777777778	2.0	0.4074074074074074	0.8148148148148148	2.0
1,5,7	0.3333333333333333	0.05	False	0.6666666666666666	z_bio_online	18	0.05	0.37037037037037035	0.8518518518518519	2.0	0.37037037037037035	0.8888888888888888	2.0
1,5,7	0.3333333333333333	0.05	False	0.6666666666666666	z_bio_online	18	0.1	0.3333333333333333	0.7777777777777778	2.0	0.3333333333333333	0.8148148148148148	2.0
1,5,7	0.3333333333333333	0.05	False	0.6666666666666666	z_bio_online	18	0.2	0.25925925925925924	0.7407407407407407	3.0	0.25925925925925924	0.8148148148148148	2.0
1,5,7	0.3333333333333333	0.05	False	0.6666666666666666	z_bio_online	18	0.35	0.2222222222222222	0.7407407407407407	4.0	0.2222222222222222	0.8148148148148148	3.0
1,5,7	0.3333333333333333	0.05	False	0.6666666666666666	z_bio_online	18	0.5	0.2222222222222222	0.7037037037037037	4.0	0.2222222222222222	0.8148148148148148	3.0
1,5,7	0.3333333333333333	0.05	False	0.6666666666666666	z_bio_online	18	0.65	0.2222222222222222	0.7037037037037037	4.0	0.2222222222222222	0.8148148148148148	3.0
1,5,7	0.3333333333333333	0.05	False	0.6666666666666666	z_bio_online	18	0.8	0.2222222222222222	0.6666666666666666	5.0	0.2222222222222222	0.8148148148148148	3.0
1,5,7	0.3333333333333333	0.05	False	0.6666666666666666	z_bio_online	18	1.0	0.2222222222222222	0.6666666666666666	5.0	0.2222222222222222	0.8148148148148148	4.0
1,5,7	0.3333333333333333	0.05	False	1.0	z_bio_online	27	0.0	0.37037037037037035	0.7407407407407407	2.0	0.4074074074074074	0.8148148148148148	2.0
